City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Anadyr,RU,64.75,177.4833,37.9,81,99,8.95,fog
344,San Vicente De Canete,PE,-13.0751,-76.3835,68.22,72,40,7.47,scattered clouds
345,Bontang,ID,0.1333,117.5,75.81,90,100,6.13,light rain
346,Sokol,RU,59.4617,40.1206,47.28,94,100,3.42,overcast clouds
347,Maceio,BR,-9.6658,-35.7353,81.84,65,75,14.97,broken clouds
348,Grand Gaube,MU,-20.0064,57.6608,70.38,76,0,3.0,clear sky
349,Cap Malheureux,MU,-19.9842,57.6142,70.47,76,0,3.0,clear sky
350,Ribeira Grande,PT,38.5167,-28.7,64.8,94,75,17.27,broken clouds
351,Ancud,CL,-41.8697,-73.8203,48.63,59,61,5.82,broken clouds
352,Abadiania,BR,-16.2042,-48.7069,79.72,32,57,5.26,broken clouds
353,Fare,PF,-16.7,-151.0167,81.12,64,0,19.77,clear sky
354,Kuusamo,FI,65.9667,29.1833,39.24,100,100,3.44,overcast clouds
355,Roald,NO,62.5833,6.1333,50.9,93,75,8.05,broken clouds
356,Victoria,HK,22.2855,114.1577,82.45,90,99,1.99,overcast clouds
357,Kahului,US,20.8947,-156.47,78.84,59,40,11.5,scattered clouds
358,Vestmanna,FO,62.1564,-7.1664,43.72,81,100,26.46,overcast clouds
359,Athabasca,CA,54.7169,-113.2854,66.61,47,100,11.9,overcast clouds
360,Marsaxlokk,MT,35.8419,14.5431,73.08,88,100,6.91,overcast clouds
361,Copiapo,CL,-27.3667,-70.3333,56.89,28,0,6.2,clear sky
362,Guadalupe Y Calvo,MX,26.1,-106.9667,82.53,13,98,11.95,overcast clouds
363,Bethel,US,41.3712,-73.414,80.19,74,75,6.91,broken clouds
364,Ust-Maya,RU,60.4167,134.5333,38.82,85,61,5.3,broken clouds
365,College,US,64.8569,-147.8028,65.46,41,40,4.61,scattered clouds
366,Effingham,US,32.3669,-81.3332,84.65,73,45,9.46,scattered clouds
367,Kuroiso,JP,36.9667,140.05,55.08,88,15,5.44,few clouds
368,Samana,DO,19.2056,-69.3369,84.42,74,75,6.91,broken clouds
369,Mareeba,AU,-17.0,145.4333,59.43,93,0,2.21,clear sky
370,Reforma,MX,18.1,-91.0167,92.77,44,99,4.83,overcast clouds
371,Turukhansk,RU,65.8167,87.9833,52.14,44,100,1.99,overcast clouds
372,Avera,US,33.194,-82.5271,84.38,35,41,13.76,scattered clouds
373,Nioro,GM,13.35,-15.75,77.68,77,96,6.53,moderate rain
374,Progreso,MX,21.2833,-89.6667,84.65,65,100,13.53,overcast clouds
375,Bridlington,GB,54.0831,-0.1919,59.14,70,22,17.76,few clouds
376,Parambu,BR,-6.2111,-40.6944,82.56,49,48,9.89,scattered clouds
377,Guerrero Negro,MX,27.9769,-114.0611,69.35,58,1,16.75,clear sky
378,Bereda,ES,43.2686,-7.5406,66.58,76,15,6.82,few clouds
379,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,87,75,17.27,broken clouds
380,Poum,NC,-20.2333,164.0167,76.57,76,50,10.56,scattered clouds
381,Mirnyy,RU,62.5353,113.9611,32.9,66,8,5.48,clear sky
382,La Romana,DO,18.4273,-68.9728,86.36,70,75,13.8,broken clouds
383,Hofn,IS,64.2539,-15.2082,50.02,76,75,13.8,broken clouds
384,Callaway,US,30.153,-85.5699,84.97,70,40,11.5,scattered clouds
385,Shediac,CA,46.2198,-64.5411,66.09,94,100,2.3,overcast clouds
386,Williams Lake,CA,52.1415,-122.1445,68.05,42,40,8.05,scattered clouds
387,Darnah,LY,32.767,22.6367,76.84,44,0,1.97,clear sky
388,Tuatapere,NZ,-46.1333,167.6833,45.39,91,96,5.93,overcast clouds
389,Baykit,RU,61.67,96.37,41.11,72,20,1.95,few clouds
390,Dzhalil,RU,55.0239,52.7358,50.05,92,99,13.06,overcast clouds
391,Dicabisagan,PH,17.0818,122.4157,79.63,85,100,6.15,overcast clouds
392,Coihaique,CL,-45.5752,-72.0662,44.55,53,20,0.0,few clouds
393,Te Anau,NZ,-45.4167,167.7167,45.73,92,96,4.63,light rain
394,Jiazi,CN,22.8779,116.067,77.54,88,100,6.55,overcast clouds
395,Oystese,NO,60.3882,6.1925,51.57,75,98,4.34,overcast clouds
396,Isangel,VU,-19.55,169.2667,73.51,94,100,2.3,overcast clouds
397,Shakawe,BW,-18.3667,21.85,62.29,28,0,4.07,clear sky
398,Saint-Joseph,RE,-21.3667,55.6167,70.18,73,0,4.99,clear sky
399,Faanui,PF,-16.4833,-151.75,81.25,64,0,18.45,clear sky
400,Illapel,CL,-31.6308,-71.1653,67.03,44,100,4.92,overcast clouds
401,Ambagarh Chauki,IN,20.7833,80.7167,85.15,26,11,7.94,few clouds
402,Vostok,RU,46.4856,135.8833,48.83,95,100,1.05,overcast clouds
403,Pitimbu,BR,-7.4706,-34.8086,82.99,85,47,15.08,scattered clouds
404,Boysun,UZ,38.2061,67.1986,60.69,53,2,9.46,clear sky
405,Xunchang,CN,28.4543,104.715,63.45,96,100,3.33,overcast clouds
406,Sorland,NO,67.667,12.6934,46.26,86,100,22.26,overcast clouds
407,Ayotzintepec,MX,17.6667,-96.1333,91.83,48,100,4.63,overcast clouds
408,Sitka,US,57.0531,-135.33,55.29,58,0,0.0,clear sky
409,Oum Hadjer,TD,13.2954,19.6966,92.8,7,4,7.83,clear sky
410,Liverpool,GB,53.4106,-2.9779,58.98,65,40,18.41,scattered clouds
411,Necochea,AR,-38.5473,-58.7368,52.25,58,100,11.7,overcast clouds
412,Fuyu,CN,45.1833,124.8167,62.98,64,100,8.99,overcast clouds
413,Saint Augustine,US,29.8947,-81.3145,86.09,90,100,9.73,overcast clouds
414,Robertsport,LR,6.7533,-11.3686,80.58,80,100,5.48,light rain
415,Sorong,ID,-0.8833,131.25,78.73,86,17,5.84,light rain
416,Henties Bay,NA,-22.116,14.2845,56.77,91,17,9.51,few clouds
417,Dom Pedrito,BR,-30.9828,-54.6731,62.51,98,100,3.67,overcast clouds
418,Cidreira,BR,-30.1811,-50.2056,63.93,92,100,12.5,light rain
419,Urucara,BR,-2.5364,-57.76,85.44,65,94,2.51,overcast clouds
420,Talnakh,RU,69.4865,88.3972,42.21,97,100,4.97,overcast clouds
421,Rantauprapat,ID,2.1,99.8333,72.93,97,94,2.26,overcast clouds
422,Behbahan,IR,30.5959,50.2417,81.37,14,0,0.09,clear sky
423,Megion,RU,61.0296,76.1136,62.62,46,97,18.14,overcast clouds
424,Buin,CL,-33.7333,-70.75,60.06,49,100,3.04,overcast clouds
425,Allanridge,ZA,-27.7543,26.6438,59.11,36,0,3.18,clear sky
426,Preobrazheniye,RU,42.9019,133.9064,49.62,94,100,7.43,moderate rain
427,Piopio,NZ,-38.4667,175.0167,43.09,97,0,1.39,clear sky
428,San Rafael,AR,-34.6177,-68.3301,52.18,47,100,4.47,overcast clouds
429,Hovd,MN,48.0056,91.6419,58.14,69,76,3.27,broken clouds
430,Shinshiro,JP,34.9,137.5,67.44,62,1,6.64,clear sky
431,Santana Do Livramento,BR,-30.8908,-55.5328,60.96,95,100,6.11,overcast clouds
432,Saint George,US,37.1041,-113.5841,97.63,14,0,4.0,clear sky
433,Atar,MR,20.5169,-13.0499,102.25,22,34,18.41,sand
434,Mastic Beach,US,40.7668,-72.8521,75.49,93,100,11.5,mist
435,Takoradi,GH,4.8845,-1.7554,79.88,79,99,5.61,overcast clouds
436,Sorrento,IT,40.626,14.3744,84.33,83,0,10.36,clear sky
437,Valparaiso,CL,-33.0393,-71.6273,61.03,58,0,5.75,clear sky
438,Najran,SA,17.4924,44.1277,84.85,14,0,4.09,clear sky
439,Asau,RO,46.4333,26.4,65.32,81,63,5.77,broken clouds
440,Tokmak,UA,47.2514,35.7058,64.71,61,100,7.36,overcast clouds
441,Batu,ID,-7.87,112.5283,66.38,91,99,1.05,light rain
442,Outlook,CA,51.5001,-107.0513,71.24,35,100,10.69,overcast clouds
443,Kiruna,SE,67.8557,20.2251,40.12,87,100,12.66,overcast clouds
444,Lockport,US,41.5895,-88.0578,61.41,87,100,13.8,overcast clouds
445,Antigonish,CA,45.6169,-61.9986,59.83,97,100,7.74,light rain
446,Waingapu,ID,-9.6567,120.2641,76.12,87,100,6.91,overcast clouds
447,Srednekolymsk,RU,67.45,153.6833,37.13,45,18,5.46,few clouds
448,Ilulissat,GL,69.2167,-51.1,35.62,75,75,6.91,broken clouds
449,Sapouy,BF,11.5544,-1.7736,91.65,34,93,1.52,overcast clouds
450,Berlevag,NO,70.8578,29.0864,39.15,100,100,20.71,overcast clouds
451,Ponta Delgada,PT,37.7333,-25.6667,65.12,82,40,10.36,scattered clouds
452,Oudtshoorn,ZA,-33.5907,22.2014,52.16,68,2,3.4,clear sky
453,Zheleznodorozhnyy,RU,55.7503,38.0042,51.35,90,11,7.72,few clouds
454,Egvekinot,RU,66.3167,-179.1667,33.66,80,93,3.91,overcast clouds
455,Manaus,BR,-3.1019,-60.025,90.1,62,40,9.22,scattered clouds
456,Salvador,SV,13.8333,-88.9167,84.06,59,95,2.19,overcast clouds
457,Padang,ID,-0.9492,100.3543,77.45,85,80,1.9,broken clouds
458,Kautokeino,NO,69.0125,23.0412,41.65,84,100,22.66,overcast clouds
459,Namatanai,PG,-3.6667,152.4333,77.83,80,100,1.97,light rain
460,Saravena,CO,6.9538,-71.8752,72.43,98,100,1.25,overcast clouds
461,Santo Domingo,DO,18.5001,-69.9886,87.48,70,40,16.11,scattered clouds
462,Lichinga,MZ,-13.3128,35.2406,60.89,67,0,5.75,clear sky
463,Chapayevka,UA,47.4711,36.3451,63.43,64,100,8.19,overcast clouds
464,Bonavista,CA,48.6499,-53.1147,40.98,62,100,12.08,overcast clouds
465,Ganzhou,CN,28.8184,115.4327,65.7,96,100,2.1,overcast clouds
466,Lanquin,GT,15.5667,-89.9667,87.53,88,100,3.4,overcast clouds
467,Kalmunai,LK,7.4167,81.8167,78.98,83,100,5.61,overcast clouds
468,Dingle,PH,10.9995,122.6711,75.74,90,100,6.24,overcast clouds
469,Isla Vista,US,34.4133,-119.861,74.37,72,100,3.44,overcast clouds
470,Dwarka,IN,22.2394,68.9678,81.84,84,67,20.67,broken clouds
471,Port Keats,AU,-14.25,129.55,69.22,48,2,6.62,clear sky
472,Carutapera,BR,-1.195,-46.02,81.41,82,16,5.88,few clouds
473,Taksimo,RU,56.3444,114.8794,40.48,75,100,6.55,overcast clouds
474,San Luis,AR,-33.295,-66.3356,58.06,46,93,5.48,overcast clouds
475,Jaque,PA,7.5175,-78.1703,80.65,82,100,1.32,overcast clouds
476,Damghan,IR,36.1683,54.348,65.32,33,0,2.33,clear sky
477,Zharkent,KZ,44.1628,80.0,73.81,42,70,3.91,broken clouds
478,Marsh Harbour,BS,26.5412,-77.0636,80.2,74,95,15.03,overcast clouds
479,Hasaki,JP,35.7333,140.8333,63.0,75,4,8.59,clear sky
480,Xinyu,CN,27.8043,114.9334,65.95,98,100,1.3,overcast clouds
481,Jimenez,MX,28.3333,-105.4,99.03,9,0,8.55,clear sky
482,Kargasok,RU,59.0556,80.8572,56.79,49,100,9.35,overcast clouds
483,Port Macquarie,AU,-31.4333,152.9167,52.9,92,53,4.16,broken clouds
484,Dudinka,RU,69.4058,86.1778,42.62,96,94,8.48,overcast clouds
485,Kilakarai,IN,9.2333,78.7833,85.12,66,34,14.14,scattered clouds
486,Asyut,EG,27.181,31.1837,87.98,17,0,10.74,clear sky
487,Dawlatabad,AF,36.4141,64.9053,69.49,36,0,12.66,clear sky
488,Kholodnyy,RU,62.7167,147.95,35.92,76,41,1.97,scattered clouds
489,Maun,BW,-19.9833,23.4167,67.96,32,0,5.75,clear sky
490,Ullapool,GB,57.8987,-5.1604,52.36,83,27,10.22,scattered clouds
491,Bayan,CN,46.0833,127.4,53.35,82,100,7.23,light rain
492,Hope,US,33.6671,-93.5916,78.98,34,0,9.15,clear sky
493,Kudahuvadhoo,MV,2.6708,72.8944,83.28,71,14,12.17,few clouds
494,Oktyabrskoye,RU,43.0645,44.7417,55.54,71,2,4.47,clear sky
495,Kununurra,AU,-15.7667,128.7333,60.78,82,99,0.0,overcast clouds
496,Morehead,US,37.2711,-87.1764,66.99,77,100,6.91,overcast clouds
497,Mathathane,BW,-22.2687,28.7495,66.02,65,0,13.2,clear sky
498,Kupang,ID,-10.1667,123.5833,76.21,84,34,8.99,scattered clouds
499,Saldanha,ZA,-33.0117,17.9442,59.05,86,0,7.78,clear sky
500,Ust-Tsilma,RU,65.441,52.1498,46.08,78,38,4.43,scattered clouds
501,Yarmouth,US,41.7057,-70.2286,75.67,92,100,13.8,mist
502,Codrington,AU,-38.2667,141.9667,50.13,87,96,5.95,overcast clouds
503,Bay Roberts,CA,47.5999,-53.2648,48.06,52,100,4.0,overcast clouds
504,Samarai,PG,-10.6167,150.6667,79.63,74,99,12.35,overcast clouds
505,Quang Ngai,VN,15.1167,108.8,77.13,87,100,6.13,overcast clouds
506,Havoysund,NO,70.9963,24.6622,40.96,93,100,20.51,overcast clouds
507,San Isidro,PE,-12.1167,-77.05,65.79,63,40,9.22,mist
508,Kameoka,JP,35.0,135.5833,64.15,83,0,1.01,clear sky
509,Zimovniki,RU,47.1483,42.4633,58.82,81,25,8.3,scattered clouds
510,Palana,RU,59.1167,159.9667,34.03,96,100,8.7,overcast clouds
511,Oranjestad,AW,12.524,-70.027,87.75,58,20,21.85,few clouds
512,Ratnagiri,IN,16.9833,73.3,82.76,76,1,9.46,clear sky
513,Qui Nhon,VN,13.7667,109.2333,79.81,78,72,6.71,broken clouds
514,Nerang,AU,-27.9833,153.3333,62.26,96,0,3.76,clear sky
515,Ust-Ishim,RU,57.6935,71.1665,49.84,69,99,12.75,overcast clouds
516,Ocos,GT,14.5094,-92.1933,78.98,81,100,4.54,overcast clouds
517,Jalu,LY,29.0331,21.5482,90.12,13,0,9.84,clear sky
518,Darbhanga,IN,26.1667,85.9,89.33,29,6,8.99,clear sky
519,Iralaya,HN,15.0,-83.2333,81.7,81,96,9.91,overcast clouds
520,Rabak,SD,13.1809,32.74,94.24,9,10,5.97,clear sky
521,Clearwater,US,27.9659,-82.8001,88.16,71,100,21.0,overcast clouds
522,Key West,US,24.5557,-81.7826,91.4,63,20,11.5,few clouds
523,Sisimiut,GL,66.9395,-53.6735,30.88,87,100,7.49,light snow
524,Abu Samrah,SY,35.3029,37.1841,80.69,28,0,8.57,clear sky
525,Baghdad,IQ,33.3406,44.4009,84.11,14,0,6.91,clear sky
526,Nizhniy Kuranakh,RU,58.8353,125.4869,41.85,94,100,12.84,overcast clouds
527,Tomatlan,MX,19.9333,-105.25,91.04,45,4,12.01,clear sky
528,Port Angeles,US,48.1181,-123.4307,58.32,74,75,8.05,broken clouds
529,Vinh,VN,18.6667,105.6667,79.54,80,100,3.47,overcast clouds
530,Graaff-Reinet,ZA,-32.2522,24.5308,60.78,31,0,7.47,clear sky
531,Alvaraes,BR,-3.2208,-64.8042,89.47,57,89,3.53,overcast clouds
532,Bingerville,CI,5.3584,-3.8869,81.54,83,20,8.05,few clouds
533,Bayir,TR,37.2687,28.2167,68.52,44,0,3.98,clear sky
534,Namie,JP,37.4833,141.0,60.71,87,3,8.93,clear sky
535,Youkounkoun,GN,12.5333,-13.1333,73.18,89,100,9.82,heavy intensity rain
536,Hit,IQ,33.6416,42.8251,84.16,10,0,9.08,clear sky
537,Puerto El Triunfo,SV,13.2833,-88.55,92.32,67,99,11.5,overcast clouds
538,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.7,84,44,14.05,scattered clouds
539,Alfreton,GB,53.0961,-1.3883,56.66,65,8,5.99,clear sky
540,Kraksaan,ID,-7.7585,113.3962,77.31,85,97,2.3,overcast clouds
541,Dharchula,IN,29.85,80.5333,67.5,81,45,2.1,scattered clouds
542,Lipin Bor,RU,60.2622,37.9763,46.24,97,100,4.32,overcast clouds
543,Aksarka,RU,66.5606,67.7975,60.62,51,67,11.77,broken clouds
544,Lodja,CD,-3.4833,23.4333,76.08,71,98,1.66,overcast clouds
545,Aquiraz,BR,-3.9014,-38.3911,87.46,73,22,7.63,few clouds
546,Akdepe,TM,42.0551,59.3788,62.69,43,7,4.85,clear sky
547,Barstow,US,34.8986,-117.0228,87.06,13,92,13.38,overcast clouds
548,Bonthe,SL,7.5264,-12.505,80.11,79,100,5.12,overcast clouds
549,Humaita,BR,-7.5061,-63.0208,94.12,33,73,4.36,broken clouds
550,Ende,ID,-8.8432,121.6623,76.15,89,100,2.42,overcast clouds
551,Evensk,RU,61.95,159.2333,37.98,98,100,0.76,light rain
552,Faya,SA,18.3851,42.4509,70.32,52,0,4.21,clear sky
553,Tarnos,FR,43.5417,-1.4628,69.62,80,0,9.22,clear sky
554,Bialystok,PL,53.1333,23.15,51.96,65,100,6.44,overcast clouds
555,Venado Tuerto,AR,-33.7456,-61.9688,61.77,43,4,6.35,clear sky
556,Los Llanos De Aridane,ES,28.6585,-17.9182,68.13,68,75,5.99,broken clouds
557,Luanda,AO,-8.8368,13.2343,73.4,83,20,9.22,few clouds
558,Algiers,DZ,36.7525,3.042,67.82,68,20,4.61,few clouds
559,Saint-Augustin,CA,51.226,-58.6502,49.91,42,100,7.38,overcast clouds
560,Zhongshu,CN,24.5167,103.7667,62.55,96,61,2.35,broken clouds
561,Porto Velho,BR,-8.7619,-63.9039,91.45,43,0,5.75,clear sky
562,Bac Lieu,VN,9.285,105.7244,79.16,86,100,7.4,overcast clouds
563,Hanmer Springs,NZ,-42.5167,172.8167,41.14,87,0,6.08,clear sky
564,Ayaviri,PE,-14.8864,-70.5889,57.88,26,90,5.86,overcast clouds
565,Monrovia,LR,6.3005,-10.7969,80.08,82,100,4.21,light rain
566,Great Falls,US,47.5002,-111.3008,72.66,36,75,20.71,broken clouds
567,Odienne,CI,9.51,-7.5692,78.3,67,83,3.76,light rain
568,Tromso,NO,69.6496,18.957,46.38,81,20,12.66,few clouds
569,Morristown,US,36.214,-83.2949,71.94,79,75,5.75,broken clouds
570,Rizhao,CN,35.4275,119.4553,67.98,44,100,8.08,overcast clouds
571,Verkh-Chebula,RU,56.0308,87.6218,49.32,75,3,8.3,clear sky
572,Asfi,MA,32.2994,-9.2372,68.13,81,23,9.37,few clouds
573,Le Mars,US,42.7942,-96.1656,78.73,36,0,16.11,clear sky
574,Tiznit,MA,29.5833,-9.5,78.6,44,72,7.76,broken clouds
575,Coihueco,CL,-36.6167,-71.8333,38.14,87,100,4.61,mist
576,Vadso,NO,70.0744,29.7487,40.08,93,75,29.93,light rain
577,Sangar,RU,63.9242,127.4739,40.89,72,98,0.78,overcast clouds
578,Arlit,NE,18.7369,7.3853,95.67,9,3,5.32,clear sky
579,Bodden Town,KY,19.2833,-81.25,87.01,63,20,6.91,few clouds
580,Meulaboh,ID,4.1363,96.1285,76.57,87,71,5.93,broken clouds
581,Noumea,NC,-22.2763,166.4572,76.98,99,100,5.88,light rain
582,Torbay,CA,47.6666,-52.7314,47.28,64,75,10.36,broken clouds
583,Grants,US,35.1473,-107.8514,84.43,10,0,9.22,clear sky
584,Almenara,BR,-16.1836,-40.6944,81.63,41,81,6.4,broken clouds
585,Viedma,AR,-40.8135,-62.9967,51.8,46,6,11.14,clear sky
586,Haflong,IN,25.1833,93.0333,70.72,89,100,1.77,overcast clouds
587,Businga,CD,3.3333,20.8833,75.76,75,50,0.67,scattered clouds
588,Clearlake,US,38.9582,-122.6264,75.58,53,100,9.35,overcast clouds
589,Micheweni,TZ,-4.9667,39.8333,79.95,76,4,14.79,clear sky
590,Chatakonda,IN,17.55,80.65,88.54,41,2,1.59,clear sky
591,Luena,AO,-11.7833,19.9167,57.22,46,0,2.66,clear sky
592,Nantucket,US,41.2835,-70.0995,66.34,94,100,14.97,fog
593,Marawi,PH,7.9986,124.2928,68.9,94,100,5.3,overcast clouds
594,Maraial,BR,-8.7825,-35.8089,72.73,95,86,7.78,light rain
595,Winchester,GB,51.0651,-1.3187,66.49,42,20,10.36,few clouds
596,Batagay,RU,67.6333,134.6333,34.56,54,19,3.44,few clouds
597,Anqing,CN,30.5092,117.0506,68.2,94,100,8.95,moderate rain
598,Maumere,ID,-8.6199,122.2111,78.15,82,93,1.61,overcast clouds
599,Chitungwiza,ZW,-18.0127,31.0756,54.36,62,0,6.58,clear sky
600,Sala,MA,34.0389,-6.8166,81.64,64,20,4.61,few clouds
601,Sharan,RU,54.8167,54.0,51.37,93,4,14.76,clear sky
602,Mukhen,RU,48.1,136.1,53.98,95,100,3.83,overcast clouds
603,Valley City,US,46.9233,-98.0032,77.52,27,0,0.0,clear sky
604,Udachnyy,RU,66.4167,112.4,35.46,64,100,3.53,overcast clouds
605,Gigmoto,PH,13.7796,124.39,80.1,86,96,6.76,overcast clouds
606,Sabya,SA,17.1495,42.6254,91.02,60,3,1.9,clear sky
607,Rodrigues Alves,BR,-7.738,-72.6509,82.6,69,19,0.87,moderate rain
608,Toba,JP,34.4833,136.85,66.2,71,0,13.04,clear sky
609,Olinda,BR,-8.0089,-34.8553,78.53,89,75,12.66,broken clouds
610,Shibetsu,JP,43.659,145.132,50.92,98,100,14.92,moderate rain
611,Siocon,PH,7.7061,122.1353,78.15,83,100,4.88,moderate rain
612,Uglovskoye,RU,51.3557,80.1942,70.56,52,100,4.16,overcast clouds
613,Tortoli,IT,39.9256,9.6572,69.62,83,20,18.41,few clouds
614,Aliganj,IN,27.5,79.1833,91.85,35,0,3.83,clear sky
615,Vila Velha,BR,-20.3297,-40.2925,71.55,95,75,4.61,broken clouds
616,Adrar,MR,20.5022,-10.0711,96.8,20,70,6.64,broken clouds
617,Vasudevanallur,IN,9.2333,77.4167,79.68,73,25,8.97,scattered clouds
618,Praia,CV,14.9215,-23.5087,79.34,57,20,18.41,few clouds
619,Caraquet,CA,47.7941,-64.9386,52.34,99,100,8.37,overcast clouds
620,Seddon,AU,-37.8068,144.8916,50.76,92,75,5.75,broken clouds
621,Lala,PH,7.9745,123.7458,74.59,95,100,1.32,light rain
622,Bahir Dar,ET,11.5936,37.3908,74.25,40,82,7.87,broken clouds
623,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,23.02,few clouds
624,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,72,46,11.9,scattered clouds
625,Solnechnyy,RU,50.7214,136.6319,51.73,99,100,3.49,light rain
626,Snezhnogorsk,RU,69.1933,33.2531,40.78,96,100,19.06,overcast clouds
627,Batticaloa,LK,7.7102,81.6924,80.29,79,95,3.47,overcast clouds
628,Voh,NC,-20.9667,164.7,70.99,87,99,5.79,overcast clouds
629,Tobermory,CA,45.2501,-81.6665,44.56,95,100,10.65,overcast clouds
630,Manzhouli,CN,49.6,117.4333,45.82,54,25,11.65,scattered clouds
631,Galveston,US,29.3669,-94.9669,93.18,61,0,12.66,clear sky
632,Beawar,IN,26.1,74.3167,88.9,40,0,21.47,clear sky
633,Margate,GB,51.3813,1.3862,62.69,67,11,1.99,few clouds
634,Alyangula,AU,-13.8483,136.4192,76.8,74,19,11.5,few clouds
635,Carpentras,FR,44.0833,5.1667,77.04,58,12,9.37,few clouds
636,Bystryy Istok,RU,52.371,84.3873,58.19,65,14,3.96,few clouds
637,Catuday,PH,16.2923,119.8062,81.03,75,94,8.59,overcast clouds
638,Chegutu,ZW,-18.1302,30.1407,59.22,47,0,8.01,clear sky
639,Bitonto,IT,41.1108,16.6894,80.01,68,0,4.0,clear sky
640,Saint-Pierre,RE,-21.3393,55.4781,71.28,68,0,9.22,clear sky
641,Timizart,DZ,36.8,4.2667,61.12,82,55,5.48,broken clouds
642,Mnogovershinnyy,RU,53.9353,139.9242,35.47,96,100,8.14,overcast clouds
643,Pouebo,NC,-20.4,164.5667,72.3,84,74,3.96,broken clouds
644,Shatura,RU,55.5725,39.5368,47.46,97,13,9.06,few clouds
645,Killybegs,IE,54.6333,-8.45,53.31,72,97,10.0,overcast clouds
646,Owando,CG,-0.4819,15.8999,73.58,83,9,2.71,clear sky
647,Muscatine,US,41.4667,-91.1335,68.18,59,100,6.91,overcast clouds
648,Umba,RU,66.6871,34.3429,37.44,97,100,10.6,moderate rain
649,Gonen,TR,40.1049,27.654,67.96,64,75,2.28,broken clouds
650,Kamenka,RU,51.3223,42.7678,50.25,85,36,9.1,scattered clouds
651,Saint-Paul,RE,-21.0096,55.2707,71.71,68,0,6.98,clear sky
652,Boca Do Acre,BR,-8.7522,-67.3978,88.75,52,69,3.13,broken clouds
653,Bay-Khaak,RU,51.1667,94.5,54.59,43,53,12.8,broken clouds
654,Lagos,NG,6.5833,3.75,82.72,86,100,4.07,overcast clouds
655,Palu,ID,-0.8917,119.8707,74.34,90,100,2.44,overcast clouds
656,Ola,RU,59.5833,151.2833,39.15,96,100,2.62,overcast clouds
657,Aklavik,CA,68.2191,-135.0107,39.31,67,100,23.02,overcast clouds
658,Mengcheng,CN,33.2579,116.5655,72.32,36,100,6.06,overcast clouds
659,Jiuquan,CN,39.7432,98.5174,71.71,15,83,7.47,broken clouds
660,Teguise,ES,29.0605,-13.564,70.02,60,20,12.66,few clouds
661,Griffith,US,41.5284,-87.4237,60.73,94,100,11.5,moderate rain
662,Dekar,BW,-21.5333,21.9333,63.48,23,0,6.85,clear sky
663,Gaziantep,TR,37.0594,37.3825,78.73,29,0,6.91,clear sky
664,Ndele,CF,8.4109,20.6473,80.11,56,15,4.12,few clouds
665,La Sarre,CA,48.8002,-79.1996,52.27,83,100,8.7,overcast clouds
666,Qaqortoq,GL,60.7167,-46.0333,40.96,75,100,11.05,overcast clouds
667,Mont-De-Marsan,FR,44.0,-0.6667,72.61,68,3,6.35,clear sky
668,Mamallapuram,IN,12.6264,80.1722,87.85,58,71,15.75,broken clouds
669,Matara,LK,5.9485,80.5353,77.27,90,69,10.63,broken clouds
670,Sabalgarh,IN,26.25,77.4,93.76,28,0,6.67,clear sky
671,Quesnel,CA,52.9999,-122.5029,54.1,87,40,0.0,mist
672,Alta Floresta,BR,-9.8756,-56.0861,93.02,43,40,9.22,scattered clouds
673,Inhambane,MZ,-23.865,35.3833,69.78,83,20,4.61,few clouds
674,Yima,CN,34.7381,111.8839,66.79,54,75,5.53,broken clouds
675,Novikovo,RU,51.1537,37.8879,53.04,89,59,8.99,broken clouds
676,Coahuayana,MX,18.7333,-103.6833,92.35,50,12,8.66,few clouds
677,Canmore,CA,51.0834,-115.3521,62.82,75,100,10.36,overcast clouds
678,Victor Harbor,AU,-35.5667,138.6167,49.68,82,6,6.87,clear sky
679,Ankang,CN,32.68,109.0172,61.68,95,100,1.74,overcast clouds
680,Kyaikto,MM,17.3,97.0167,78.01,91,99,6.98,overcast clouds
681,Brae,GB,60.3964,-1.353,48.34,76,4,17.65,clear sky
682,Ranong,TH,9.9658,98.6348,79.65,85,100,13.09,overcast clouds
683,Burnie,AU,-41.0667,145.9167,49.57,70,99,2.24,overcast clouds
684,Barcelos,PT,41.5388,-8.6151,77.14,48,7,5.88,clear sky
685,La Ronge,CA,55.1001,-105.2842,53.82,62,40,13.8,scattered clouds
686,Menongue,AO,-14.6585,17.691,58.82,48,0,5.19,clear sky
687,Kattivakkam,IN,13.2167,80.3167,87.89,83,48,15.23,scattered clouds
688,Mananjary,MG,-21.2167,48.3333,70.18,87,56,8.16,light rain
689,Wuhan,CN,30.5833,114.2667,69.89,88,100,2.08,overcast clouds
